FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-07-18 13:47:59

Total deployment events: 3096
Number of node-function combinations: 1291

Event Type Summary:
  Deployment events: 23
  Replica events: 1820
  Network events: 1253

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
t=  29.6s | network    | registry → nx_131    | unknown                   | docker_pull (38.1 MB)
t=  29.7s | network    | registry → nano_769  | unknown                   | docker_pull (95.4 MB)
t=  29.8s | network    | registry → nano_1169 | unknown                   | docker_pull (95.4 MB)
t=  29.9s | network    | registry → nano_1208 | unknown                   | docker_pull (95.4 MB)
t=  30.0s | replica    | rockpi_197           | resnet50-preprocessing-residential | setup replica of resnet50-preprocessing-residential
t=  30.0s | network    | registry → nano_1280 | unknown                   | docker_pull (95.4 MB)
t=  30.1s | network    | registry → nx_350    | unknown                   | docker_pull (95.4 MB)
t=  30.2s | network    | registry → nx_363    | unknown                   | docker_pull (95.4 MB)
t=  30.3s | network    | registry → tx2_240   | unknown                   | docker_pull (95.4 MB)
t=  30.4s | network    | registry → nano_546  | unknown                   | docker_pull (95.4 MB)
t=  30.5s | network    | registry → nano_696  | unknown                   | docker_pull (95.4 MB)
t=  30.6s | network    | registry → nano_1197 | unknown                   | docker_pull (95.4 MB)
t=  30.7s | network    | registry → rpi3_471  | unknown                   | docker_pull (31.5 MB)
t=  30.8s | network    | registry → rpi3_472  | unknown                   | docker_pull (31.5 MB)
t=  30.9s | network    | registry → rpi3_473  | unknown                   | docker_pull (31.5 MB)
t=  31.0s | replica    | rockpi_197           | resnet50-preprocessing-residential | finish replica of resnet50-preprocessing-residential
t=  31.0s | network    | registry → rockpi_311 | unknown                   | docker_pull (38.1 MB)
t=  31.1s | network    | registry → coral_162 | unknown                   | docker_pull (38.1 MB)
t=  31.2s | network    | registry → rockpi_289 | unknown                   | docker_pull (38.1 MB)
t=  31.3s | network    | registry → nano_1269 | unknown                   | docker_pull (95.4 MB)
t=  31.4s | network    | registry → tx2_12    | unknown                   | docker_pull (95.4 MB)
t=  31.5s | network    | registry → tx2_13    | unknown                   | docker_pull (95.4 MB)
t=  31.6s | network    | registry → tx2_14    | unknown                   | docker_pull (95.4 MB)
t=  31.7s | network    | registry → nano_377  | unknown                   | docker_pull (95.4 MB)
t=  31.8s | network    | registry → nano_543  | unknown                   | docker_pull (95.4 MB)
t=  31.9s | network    | registry → nano_798  | unknown                   | docker_pull (95.4 MB)
t=  32.0s | replica    | nano_178             | resnet50-training         | deploy replica of resnet50-training
t=  32.0s | network    | registry → nano_945  | unknown                   | docker_pull (95.4 MB)
t=  32.1s | network    | registry → nano_1199 | unknown                   | docker_pull (95.4 MB)
t=  32.2s | network    | registry → nano_1227 | unknown                   | docker_pull (95.4 MB)
t=  32.3s | network    | registry → nano_142  | unknown                   | docker_pull (95.4 MB)
t=  32.4s | network    | registry → rpi3_414  | unknown                   | docker_pull (31.5 MB)
t=  32.5s | network    | registry → rpi3_415  | unknown                   | docker_pull (31.5 MB)
t=  32.6s | network    | registry → rpi3_416  | unknown                   | docker_pull (31.5 MB)
t=  32.7s | network    | registry → nx_366    | unknown                   | docker_pull (38.1 MB)
t=  32.8s | network    | registry → rockpi_429 | unknown                   | docker_pull (38.1 MB)
t=  32.9s | network    | registry → nano_649  | unknown                   | docker_pull (95.4 MB)
t=  33.0s | replica    | nano_229             | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t=  33.0s | network    | registry → nano_1181 | unknown                   | docker_pull (95.4 MB)
t=  33.1s | network    | registry → nx_207    | unknown                   | docker_pull (95.4 MB)
t=  33.2s | network    | registry → tx2_305   | unknown                   | docker_pull (95.4 MB)
t=  33.3s | network    | registry → nano_131  | unknown                   | docker_pull (95.4 MB)
t=  33.4s | network    | registry → nano_1026 | unknown                   | docker_pull (95.4 MB)
t=  33.5s | network    | registry → nx_381    | unknown                   | docker_pull (95.4 MB)
t=  33.6s | network    | registry → nano_569  | unknown                   | docker_pull (95.4 MB)
t=  33.7s | network    | registry → nano_638  | unknown                   | docker_pull (95.4 MB)
t=  33.8s | network    | registry → nano_700  | unknown                   | docker_pull (95.4 MB)
t=  33.9s | network    | registry → nano_894  | unknown                   | docker_pull (95.4 MB)
t=  34.0s | replica    | rockpi_584           | speech-inference          | startup replica of speech-inference
t=  34.0s | network    | registry → rpi3_45   | unknown                   | docker_pull (31.5 MB)
t=  34.1s | network    | registry → rpi3_46   | unknown                   | docker_pull (31.5 MB)
t=  34.2s | network    | registry → rpi3_47   | unknown                   | docker_pull (31.5 MB)
t=  34.3s | network    | registry → nx_279    | unknown                   | docker_pull (38.1 MB)
t=  34.4s | network    | registry → rockpi_62 | unknown                   | docker_pull (38.1 MB)
t=  34.5s | network    | registry → rockpi_545 | unknown                   | docker_pull (38.1 MB)
t=  34.6s | network    | registry → nano_1039 | unknown                   | docker_pull (95.4 MB)
t=  34.7s | network    | registry → nano_1050 | unknown                   | docker_pull (95.4 MB)
t=  34.8s | network    | registry → nano_1231 | unknown                   | docker_pull (95.4 MB)
t=  34.9s | network    | registry → nano_1247 | unknown                   | docker_pull (95.4 MB)
t=  35.0s | replica    | rockpi_584           | speech-inference          | setup replica of speech-inference
t=  35.0s | network    | registry → tx2_15    | unknown                   | docker_pull (95.4 MB)
t=  35.1s | network    | registry → nano_950  | unknown                   | docker_pull (95.4 MB)
t=  35.2s | network    | registry → nx_1      | unknown                   | docker_pull (95.4 MB)
t=  35.3s | network    | registry → nano_0    | unknown                   | docker_pull (95.4 MB)
t=  35.4s | network    | registry → nx_179    | unknown                   | docker_pull (95.4 MB)
t=  35.5s | network    | registry → nano_182  | unknown                   | docker_pull (95.4 MB)
t=  35.6s | network    | registry → nano_681  | unknown                   | docker_pull (95.4 MB)
t=  35.7s | network    | registry → rpi4_354  | unknown                   | docker_pull (31.5 MB)
t=  35.8s | network    | registry → rpi4_355  | unknown                   | docker_pull (31.5 MB)
t=  35.9s | network    | registry → nx_0      | unknown                   | docker_pull (38.1 MB)
t=  36.0s | replica    | nano_339             | resnet50-training-suburb  | deploy replica of resnet50-training-suburb
t=  36.0s | network    | registry → nx_318    | unknown                   | docker_pull (38.1 MB)
t=  36.1s | network    | registry → coral_180 | unknown                   | docker_pull (38.1 MB)
t=  36.2s | network    | registry → rockpi_125 | unknown                   | docker_pull (38.1 MB)
t=  36.3s | network    | registry → tx2_16    | unknown                   | docker_pull (95.4 MB)
t=  36.4s | network    | registry → tx2_283   | unknown                   | docker_pull (95.4 MB)
t=  36.5s | network    | registry → nano_771  | unknown                   | docker_pull (95.4 MB)
t=  36.6s | network    | registry → nano_988  | unknown                   | docker_pull (95.4 MB)
t=  36.7s | network    | registry → nano_1242 | unknown                   | docker_pull (95.4 MB)
t=  36.8s | network    | registry → nano_1275 | unknown                   | docker_pull (95.4 MB)
t=  36.9s | network    | registry → nx_355    | unknown                   | docker_pull (95.4 MB)
t=  37.0s | replica    | rockpi_18            | speech-inference-suburb   | startup replica of speech-inference-suburb
t=  37.0s | network    | registry → nano_188  | unknown                   | docker_pull (95.4 MB)
t=  37.1s | network    | registry → nano_590  | unknown                   | docker_pull (95.4 MB)
t=  37.2s | network    | registry → nano_712  | unknown                   | docker_pull (95.4 MB)
t=  37.3s | network    | registry → nx_222    | unknown                   | docker_pull (95.4 MB)
t=  37.4s | network    | registry → rpi4_66   | unknown                   | docker_pull (31.5 MB)
t=  37.5s | network    | registry → rpi4_67   | unknown                   | docker_pull (31.5 MB)
t=  37.6s | network    | registry → rpi3_294  | unknown                   | docker_pull (31.5 MB)
t=  37.7s | network    | registry → coral_246 | unknown                   | docker_pull (38.1 MB)
t=  37.8s | network    | registry → rpi3_295  | unknown                   | docker_pull (31.5 MB)
t=  37.9s | network    | registry → rpi3_296  | unknown                   | docker_pull (31.5 MB)
t=  38.0s | replica    | rockpi_18            | speech-inference-suburb   | setup replica of speech-inference-suburb
t=  38.0s | network    | registry → nx_383    | unknown                   | docker_pull (95.4 MB)
t=  38.1s | network    | registry → nano_510  | unknown                   | docker_pull (95.4 MB)
t=  38.2s | network    | registry → nano_690  | unknown                   | docker_pull (95.4 MB)
t=  38.3s | network    | registry → nano_877  | unknown                   | docker_pull (95.4 MB)
t=  38.4s | network    | registry → nano_967  | unknown                   | docker_pull (95.4 MB)
t=  38.5s | network    | registry → nano_979  | unknown                   | docker_pull (95.4 MB)
t=  38.6s | network    | registry → nano_1049 | unknown                   | docker_pull (95.4 MB)
t=  38.7s | network    | registry → nano_1083 | unknown                   | docker_pull (95.4 MB)
t=  38.8s | network    | registry → nano_1193 | unknown                   | docker_pull (95.4 MB)
t=  38.9s | network    | registry → nx_170    | unknown                   | docker_pull (95.4 MB)
t=  39.0s | replica    | tx2_225              | resnet50-inference        | startup replica of resnet50-inference
t=  39.0s | network    | registry → nano_1261 | unknown                   | docker_pull (95.4 MB)
t=  39.1s | network    | registry → rpi4_330  | unknown                   | docker_pull (31.5 MB)
t=  39.2s | network    | registry → rpi4_331  | unknown                   | docker_pull (31.5 MB)
t=  39.3s | network    | registry → rpi3_468  | unknown                   | docker_pull (31.5 MB)
